ID,groupe,Y_qualite, Z_qualite, couleur,fixed_acidity,volatile_acidity,citric_acid,residual_sugar,chlorides,free_sulfur_dioxide,total_sulfur_dioxide,density,pH,sulphates,alcohol
3290,test,4,Mauvais,blanc,9.0,0.43,0.30,1.50,0.050,7.0,175,0.99510,3.11,0.45,9.70
3291,validate,7,Bon,blanc,7.2,0.25,0.28,14.40,0.055,55.0,205,0.99860,3.12,0.38,9.00
3292,validate,6,OK,blanc,7.0,0.24,0.30,4.20,0.040,41.0,213,0.99270,3.28,0.49,11.80
3293,validate,5,OK,blanc,6.7,0.27,0.22,8.60,0.048,54.0,198,0.99550,3.25,0.41,10.20
3294,validate,6,OK,blanc,7.7,0.12,0.32,1.40,0.060,47.0,150,0.99520,3.37,0.42,9.20
3295,train,6,OK,blanc,7.2,0.21,0.33,3.00,0.036,35.0,132,0.99280,3.25,0.40,11.00
3296,train,6,OK,blanc,8.5,0.32,0.36,14.90,0.041,47.0,190,0.99820,3.08,0.31,10.00
3297,train,6,OK,blanc,6.9,0.18,0.30,2.00,0.038,39.0,190,0.99140,3.32,0.37,12.20
3298,validate,6,OK,blanc,7.0,0.24,0.30,4.20,0.040,41.0,213,0.99270,3.28,0.49,11.80
3299,train,6,OK,blanc,6.3,0.26,0.29,2.20,0.043,35.0,175,0.99180,3.38,0.43,11.60
3300,test,6,OK,blanc,6.7,0.26,0.30,1.80,0.043,25.0,121,0.99440,3.44,0.61,10.20
3301,train,5,OK,blanc,7.9,0.29,0.36,11.10,0.033,43.0,208,0.99690,3.14,0.46,10.30
3302,train,4,Mauvais,blanc,6.5,0.27,0.19,4.20,0.046,6.0,114,0.99550,3.25,0.35,8.60
3303,train,5,OK,blanc,6.7,0.33,0.42,6.40,0.058,27.0,151,0.99540,3.16,0.44,9.60
3304,train,5,OK,blanc,6.7,0.31,0.42,6.40,0.057,25.0,148,0.99550,3.16,0.45,9.60
3305,test,6,OK,blanc,6.6,0.25,0.31,1.50,0.035,32.0,127,0.99210,3.41,0.47,11.30
3306,test,6,OK,blanc,6.4,0.24,0.22,1.50,0.038,38.0,157,0.99340,3.41,0.55,9.90
3307,validate,5,OK,blanc,6.8,0.26,0.29,16.95,0.056,48.0,179,0.99980,3.45,0.40,9.60
3308,train,4,Mauvais,blanc,7.0,0.61,0.26,1.70,0.051,25.0,161,0.99460,3.36,0.60,10.60
3309,train,5,OK,blanc,6.8,0.22,0.30,13.60,0.055,50.0,180,0.99840,3.44,0.39,9.80
3310,train,5,OK,blanc,8.1,0.31,0.24,1.60,0.032,10.0,67,0.99240,3.08,0.47,10.50
3311,train,5,OK,blanc,7.0,0.20,0.30,6.10,0.037,31.0,120,0.99390,3.24,0.51,10.80
3312,test,6,OK,blanc,7.9,0.18,0.37,3.00,0.061,25.0,178,0.99500,3.22,0.51,10.00
3313,train,6,OK,blanc,6.6,0.34,0.27,6.20,0.059,23.0,136,0.99570,3.30,0.49,10.10
3314,train,5,OK,blanc,6.8,0.30,0.24,6.60,0.123,35.0,116,0.99530,3.07,0.48,9.40
3315,train,8,Bon,blanc,6.5,0.18,0.34,1.60,0.040,43.0,148,0.99120,3.32,0.59,11.50
3316,validate,6,OK,blanc,7.0,0.21,0.31,6.00,0.046,29.0,108,0.99390,3.26,0.50,10.80
3317,train,6,OK,blanc,6.8,0.27,0.32,1.50,0.044,19.0,142,0.99210,3.10,0.43,9.90
3318,train,4,Mauvais,blanc,9.3,0.20,0.33,1.70,0.050,28.0,178,0.99540,3.16,0.43,9.00
3319,train,6,OK,blanc,5.8,0.23,0.27,1.80,0.043,24.0,69,0.99330,3.38,0.31,9.40
3320,train,7,Bon,blanc,7.6,0.20,0.39,2.60,0.044,30.0,180,0.99410,3.46,0.44,10.80
3321,validate,7,Bon,blanc,8.2,0.15,0.48,2.70,0.052,24.0,190,0.99500,3.50,0.45,10.90
3322,train,6,OK,blanc,7.5,0.40,1.00,19.50,0.041,33.0,148,0.99770,3.24,0.38,12.00
3323,train,8,Bon,blanc,6.5,0.18,0.34,1.60,0.040,43.0,148,0.99120,3.32,0.59,11.50
3324,validate,6,OK,blanc,7.0,0.13,0.30,5.00,0.056,31.0,122,0.99450,3.47,0.42,10.50
3325,validate,6,OK,blanc,6.9,0.17,0.22,4.60,0.064,55.0,152,0.99520,3.29,0.37,9.30
3326,validate,6,OK,blanc,7.0,0.30,0.32,6.40,0.034,28.0,97,0.99240,3.23,0.44,11.80
3327,train,6,OK,blanc,7.6,0.45,0.44,14.50,0.045,68.0,212,0.99860,3.48,0.36,10.00
3328,train,5,OK,blanc,6.8,0.30,0.24,6.60,0.123,35.0,116,0.99530,3.07,0.48,9.40
3329,train,6,OK,blanc,7.5,0.22,0.33,6.70,0.036,45.0,138,0.99390,3.20,0.68,11.40
3330,test,6,OK,blanc,9.2,0.23,0.30,1.10,0.031,40.0,99,0.99290,2.94,0.30,10.40
3331,validate,6,OK,blanc,8.7,0.34,0.46,13.80,0.055,68.0,198,0.99880,3.36,0.37,9.50
3332,train,5,OK,blanc,6.6,0.55,0.04,2.50,0.031,48.0,111,0.99060,3.14,0.32,11.90
3333,train,6,OK,blanc,8.1,0.30,0.31,1.10,0.041,49.0,123,0.99140,2.99,0.45,11.10
3334,validate,6,OK,blanc,6.9,0.16,0.30,9.60,0.057,50.0,185,0.99780,3.39,0.38,9.60
3335,train,6,OK,blanc,8.0,0.32,0.36,4.60,0.042,56.0,178,0.99280,3.29,0.47,12.00
3336,train,5,OK,blanc,6.1,0.22,0.23,3.10,0.052,15.0,104,0.99480,3.14,0.42,8.70
3337,test,6,OK,blanc,6.9,0.16,0.30,9.60,0.057,50.0,185,0.99780,3.39,0.38,9.60
3338,train,5,OK,blanc,7.5,0.15,0.38,1.80,0.054,19.0,101,0.99460,3.24,0.44,10.00
3339,test,4,Mauvais,blanc,8.4,0.29,0.29,1.05,0.032,4.0,55,0.99080,2.91,0.32,11.40
3340,test,6,OK,blanc,6.6,0.37,0.47,6.50,0.061,23.0,150,0.99540,3.14,0.45,9.60
3341,test,6,OK,blanc,7.7,0.38,0.40,2.00,0.038,28.0,152,0.99060,3.18,0.32,12.90
3342,train,6,OK,blanc,6.3,0.25,0.23,14.90,0.039,47.0,142,0.99705,3.14,0.35,9.70
3343,test,6,OK,blanc,8.3,0.30,0.36,10.00,0.042,33.0,169,0.99820,3.23,0.51,9.30
3344,train,5,OK,blanc,6.6,0.22,0.58,1.10,0.133,52.0,136,0.99320,3.10,0.30,9.10
3345,validate,5,OK,blanc,6.1,0.34,0.31,12.00,0.053,46.0,238,0.99770,3.16,0.48,8.60
3346,train,5,OK,blanc,7.5,0.22,0.29,4.80,0.050,33.0,87,0.99400,3.14,0.42,9.90
3347,test,6,OK,blanc,8.3,0.30,0.36,10.00,0.042,33.0,169,0.99820,3.23,0.51,9.30
3348,test,5,OK,blanc,8.0,0.27,0.24,1.20,0.044,20.0,102,0.99290,3.28,0.42,10.90
3349,train,6,OK,blanc,6.1,0.17,0.27,1.50,0.056,45.0,135,0.99240,3.20,0.43,10.20
3350,train,6,OK,blanc,7.4,0.18,0.30,10.40,0.045,44.0,174,0.99660,3.11,0.57,9.70
3351,train,7,Bon,blanc,6.7,0.16,0.28,2.50,0.046,40.0,153,0.99210,3.38,0.51,11.40
3352,test,6,OK,blanc,6.1,0.26,0.44,12.30,0.045,53.0,197,0.99670,3.24,0.54,9.50
3353,train,7,Bon,blanc,7.4,0.23,0.25,1.40,0.049,43.0,141,0.99340,3.42,0.54,10.20
3354,test,6,OK,blanc,6.4,0.16,0.28,2.20,0.042,33.0,93,0.99140,3.31,0.43,11.10
3355,train,6,OK,blanc,6.3,0.25,0.23,14.90,0.039,47.0,142,0.99705,3.14,0.35,9.70
3356,validate,5,OK,blanc,6.7,0.27,0.25,8.00,0.053,54.0,202,0.99610,3.22,0.43,9.30
3357,test,5,OK,blanc,6.9,0.29,0.23,8.60,0.056,56.0,215,0.99670,3.17,0.44,8.80
3358,train,5,OK,blanc,9.6,0.21,0.28,1.20,0.038,12.0,53,0.99260,2.80,0.46,10.60
3359,train,5,OK,blanc,6.6,0.62,0.20,8.70,0.046,81.0,224,0.99605,3.17,0.44,9.30
3360,train,6,OK,blanc,6.4,0.28,0.19,5.40,0.042,67.0,181,0.99435,3.31,0.35,10.20
3361,train,6,OK,blanc,8.0,0.30,0.28,5.70,0.044,31.0,124,0.99480,3.16,0.51,10.20
3362,train,7,Bon,blanc,6.4,0.17,0.27,1.50,0.037,20.0,98,0.99160,3.46,0.42,11.00
3363,train,6,OK,blanc,7.3,0.21,0.30,10.90,0.037,18.0,112,0.99700,3.40,0.50,9.60
3364,train,5,OK,blanc,6.7,0.27,0.25,8.00,0.053,54.0,202,0.99610,3.22,0.43,9.30
3365,test,5,OK,blanc,6.9,0.29,0.23,8.60,0.056,56.0,215,0.99670,3.17,0.44,8.80
3366,train,5,OK,blanc,6.6,0.32,0.26,7.70,0.054,56.0,209,0.99610,3.17,0.45,8.80
3367,train,5,OK,blanc,7.4,0.32,0.22,1.70,0.051,50.0,179,0.99550,3.28,0.69,8.90
3368,train,5,OK,blanc,6.6,0.37,0.07,1.40,0.048,58.0,144,0.99220,3.17,0.38,10.00
3369,train,7,Bon,blanc,7.7,0.43,0.28,4.50,0.046,33.0,102,0.99180,3.16,0.56,12.20
3370,validate,6,OK,blanc,7.8,0.39,0.26,9.90,0.059,33.0,181,0.99550,3.04,0.42,10.90
3371,train,6,OK,blanc,6.5,0.18,0.26,1.40,0.041,40.0,141,0.99410,3.34,0.72,9.50
3372,validate,6,OK,blanc,7.8,0.40,0.26,9.50,0.059,32.0,178,0.99550,3.04,0.43,10.90
3373,train,6,OK,blanc,7.8,0.39,0.26,9.90,0.059,33.0,181,0.99550,3.04,0.42,10.90
3374,train,6,OK,blanc,6.9,0.19,0.28,3.00,0.054,33.0,99,0.99240,3.16,0.40,10.80
3375,train,6,OK,blanc,7.7,0.49,1.00,19.60,0.030,28.0,135,0.99730,3.24,0.40,12.00
3376,train,5,OK,blanc,6.6,0.25,0.35,14.00,0.069,42.0,163,0.99900,3.56,0.47,9.80
3377,train,6,OK,blanc,6.5,0.18,0.26,1.40,0.041,40.0,141,0.99410,3.34,0.72,9.50
3378,train,8,Bon,blanc,6.4,0.15,0.36,1.80,0.034,43.0,150,0.99220,3.42,0.69,11.00
3379,train,8,Bon,blanc,6.4,0.15,0.36,1.80,0.034,43.0,150,0.99220,3.42,0.69,11.00
3380,train,5,OK,blanc,8.4,0.17,0.31,5.40,0.052,47.0,150,0.99530,3.24,0.38,9.80
3381,train,4,Mauvais,blanc,6.1,0.32,0.37,1.80,0.051,13.0,200,0.99450,3.49,0.44,10.50
3382,train,6,OK,blanc,8.5,0.21,0.26,9.25,0.034,73.0,142,0.99450,3.05,0.37,11.40
3383,train,6,OK,blanc,8.7,0.45,0.40,1.50,0.067,17.0,100,0.99570,3.27,0.57,10.10
3384,test,7,Bon,blanc,6.7,0.24,0.29,6.80,0.038,54.0,127,0.99320,3.33,0.46,11.60
3385,train,6,OK,blanc,8.5,0.21,0.26,9.25,0.034,73.0,142,0.99450,3.05,0.37,11.40
3386,train,7,Bon,blanc,7.4,0.33,0.26,2.60,0.040,29.0,115,0.99130,3.07,0.52,11.80
3387,test,7,Bon,blanc,7.2,0.26,0.30,2.10,0.033,50.0,158,0.99090,3.33,0.43,12.10
3388,train,5,OK,blanc,8.2,0.36,0.29,7.60,0.035,37.0,122,0.99390,3.16,0.34,12.00
3389,train,7,Bon,blanc,7.8,0.20,0.24,1.60,0.026,26.0,189,0.99100,3.08,0.74,12.10
3390,train,5,OK,blanc,9.4,0.16,0.30,1.40,0.042,26.0,176,0.99540,3.15,0.46,9.10
3391,test,5,OK,blanc,6.4,0.33,0.24,1.60,0.054,25.0,117,0.99430,3.36,0.50,9.30
3392,train,6,OK,blanc,7.8,0.22,0.36,1.40,0.056,21.0,153,0.99300,3.20,0.53,10.40
3393,train,5,OK,blanc,7.4,0.35,0.31,17.95,0.062,42.0,187,1.00020,3.27,0.64,9.10
3394,validate,5,OK,blanc,6.6,0.37,0.24,2.00,0.064,23.0,120,0.99460,3.32,0.54,9.40
3395,train,6,OK,blanc,6.7,0.37,0.41,6.30,0.061,22.0,149,0.99530,3.16,0.47,9.60
3396,test,5,OK,blanc,7.1,0.37,0.32,1.40,0.037,27.0,126,0.99180,3.19,0.62,12.00
3397,train,8,Bon,blanc,6.9,0.25,0.27,9.05,0.039,37.0,128,0.99360,3.27,0.34,11.30
3398,validate,6,OK,blanc,6.8,0.23,0.29,15.40,0.073,56.0,173,0.99840,3.06,0.41,8.70
3399,test,6,OK,blanc,6.4,0.26,0.21,7.10,0.040,35.0,162,0.99560,3.39,0.58,9.90
3400,validate,6,OK,blanc,7.6,0.30,0.22,10.20,0.049,57.0,191,0.99660,3.08,0.40,9.30
3401,train,5,OK,blanc,9.4,0.16,0.23,1.60,0.042,14.0,67,0.99420,3.07,0.32,9.50
3402,validate,6,OK,blanc,6.8,0.23,0.29,15.40,0.073,56.0,173,0.99840,3.06,0.41,8.70
3403,test,6,OK,blanc,6.4,0.26,0.21,7.10,0.040,35.0,162,0.99560,3.39,0.58,9.90
3404,train,6,OK,blanc,7.6,0.30,0.22,10.20,0.049,57.0,191,0.99660,3.08,0.40,9.30
3405,test,5,OK,blanc,7.5,0.33,0.39,12.40,0.065,29.0,119,0.99740,3.16,0.39,9.40
3406,train,5,OK,blanc,7.6,0.38,0.20,3.40,0.046,9.0,116,0.99440,3.15,0.41,9.40
3407,test,6,OK,blanc,8.8,0.20,0.43,15.00,0.053,60.0,184,1.00080,3.28,0.79,8.80
3408,train,5,OK,blanc,7.5,0.33,0.39,12.40,0.065,29.0,119,0.99740,3.16,0.39,9.40
3409,test,6,OK,blanc,8.8,0.20,0.43,15.00,0.053,60.0,184,1.00080,3.28,0.79,8.80
3410,validate,6,OK,blanc,6.6,0.36,0.21,1.50,0.049,39.0,184,0.99280,3.18,0.41,9.90
3411,train,5,OK,blanc,7.6,0.38,0.20,3.40,0.046,9.0,116,0.99440,3.15,0.41,9.40
3412,train,6,OK,blanc,5.6,0.46,0.24,4.80,0.042,24.0,72,0.99080,3.29,0.37,12.60
3413,test,6,OK,blanc,7.2,0.15,0.38,1.20,0.038,18.0,110,0.99170,3.19,0.43,11.10
3414,train,7,Bon,blanc,8.2,0.42,0.29,4.10,0.030,31.0,100,0.99110,3.00,0.32,12.80
3415,test,6,OK,blanc,6.8,0.30,0.35,2.80,0.038,10.0,164,0.99120,3.09,0.53,12.00
3416,test,7,Bon,blanc,6.7,0.27,0.30,13.90,0.029,34.0,131,0.99530,3.36,0.50,12.00
3417,test,4,Mauvais,blanc,7.2,0.50,0.00,0.80,0.034,46.0,114,0.99320,3.19,0.34,9.20
3418,train,6,OK,blanc,6.0,0.26,0.29,1.00,0.032,27.0,96,0.98960,3.38,0.44,12.30
3419,train,6,OK,blanc,6.8,0.33,0.28,1.20,0.032,38.0,131,0.98890,3.19,0.41,13.00
3420,train,6,OK,blanc,6.8,0.30,0.35,2.80,0.038,10.0,164,0.99120,3.09,0.53,12.00
3421,test,5,OK,blanc,7.4,0.29,0.31,1.70,0.035,23.0,110,0.99260,3.07,0.38,10.90
3422,train,7,Bon,blanc,8.2,0.42,0.29,4.10,0.030,31.0,100,0.99110,3.00,0.32,12.80
3423,train,6,OK,blanc,7.3,0.19,0.24,6.30,0.054,34.0,231,0.99640,3.36,0.54,10.00
3424,validate,5,OK,blanc,6.5,0.32,0.12,11.50,0.033,35.0,165,0.99740,3.22,0.32,9.00
3425,test,5,OK,blanc,7.1,0.32,0.40,1.50,0.034,13.0,84,0.99440,3.42,0.60,10.40
3426,test,5,OK,blanc,6.5,0.32,0.12,11.50,0.033,35.0,165,0.99740,3.22,0.32,9.00
3427,validate,6,OK,blanc,7.3,0.19,0.24,6.30,0.054,34.0,231,0.99640,3.36,0.54,10.00
3428,validate,6,OK,blanc,7.3,0.17,0.23,6.30,0.051,35.0,240,0.99630,3.36,0.54,10.00
3429,train,7,Bon,blanc,7.7,0.44,0.24,11.20,0.031,41.0,167,0.99480,3.12,0.43,11.30
3430,validate,7,Bon,blanc,7.7,0.44,0.24,11.20,0.031,41.0,167,0.99480,3.12,0.43,11.30
3431,train,7,Bon,blanc,7.4,0.49,0.24,15.10,0.030,34.0,153,0.99530,3.13,0.51,12.00
3432,train,7,Bon,blanc,7.7,0.44,0.24,11.20,0.031,41.0,167,0.99480,3.12,0.43,11.30
3433,validate,7,Bon,blanc,7.4,0.49,0.24,15.10,0.030,34.0,153,0.99530,3.13,0.51,12.00
3434,train,6,OK,blanc,6.4,0.21,0.30,5.60,0.044,43.0,160,0.99490,3.60,0.41,10.60
3435,train,5,OK,blanc,8.0,0.55,0.42,12.60,0.211,37.0,213,0.99880,2.99,0.56,9.30
3436,test,6,OK,blanc,7.0,0.19,0.23,5.70,0.123,27.0,104,0.99540,3.04,0.54,9.40
3437,train,7,Bon,blanc,7.2,0.24,0.29,2.20,0.037,37.0,102,0.99200,3.27,0.64,11.00
3438,validate,6,OK,blanc,6.5,0.34,0.36,11.00,0.052,53.0,247,0.99840,3.44,0.55,9.30
3439,train,6,OK,blanc,7.0,0.19,0.23,5.70,0.123,27.0,104,0.99540,3.04,0.54,9.40
3440,test,5,OK,blanc,6.9,0.18,0.33,1.00,0.054,24.0,164,0.99260,3.42,0.51,10.50
3441,train,7,Bon,blanc,7.2,0.24,0.29,2.20,0.037,37.0,102,0.99200,3.27,0.64,11.00
3442,validate,6,OK,blanc,8.2,0.18,0.31,11.80,0.039,96.0,249,0.99760,3.07,0.52,9.50
3443,train,6,OK,blanc,8.3,0.28,0.45,7.80,0.059,32.0,139,0.99720,3.33,0.77,11.20
3444,validate,6,OK,blanc,6.1,0.34,0.46,4.70,0.029,21.0,94,0.99100,3.29,0.62,12.30
3445,train,5,OK,blanc,7.4,0.44,0.20,11.50,0.049,44.0,157,0.99800,3.27,0.44,9.00
3446,train,5,OK,blanc,7.6,0.26,0.58,7.90,0.041,62.0,180,0.99660,3.07,0.38,9.00
3447,validate,5,OK,blanc,7.4,0.44,0.20,11.50,0.049,44.0,157,0.99800,3.27,0.44,9.00
3448,train,5,OK,blanc,8.7,0.49,0.57,17.80,0.052,34.0,243,1.00070,2.98,0.82,9.00
3449,train,6,OK,blanc,7.0,0.24,0.25,1.70,0.042,48.0,189,0.99200,3.25,0.42,11.40
3450,train,7,Bon,blanc,7.1,0.25,0.25,1.60,0.046,50.0,181,0.99250,3.20,0.42,11.00
3451,train,6,OK,blanc,6.1,0.34,0.46,4.70,0.029,21.0,94,0.99100,3.29,0.62,12.30
3452,validate,7,Bon,blanc,6.4,0.18,0.31,1.60,0.049,36.0,127,0.99340,3.60,0.67,10.40
3453,train,5,OK,blanc,8.3,0.27,0.39,2.40,0.058,16.0,107,0.99550,3.28,0.59,10.30
3454,train,7,Bon,blanc,6.8,0.24,0.35,6.40,0.048,44.0,172,0.99440,3.29,0.55,10.50
3455,train,6,OK,blanc,8.0,0.22,0.28,14.00,0.053,83.0,197,0.99810,3.14,0.45,9.80
3456,test,4,Mauvais,blanc,10.0,0.91,0.42,1.60,0.056,34.0,181,0.99680,3.11,0.46,10.00
3457,validate,5,OK,blanc,8.9,0.34,0.34,1.60,0.056,13.0,176,0.99460,3.14,0.47,9.70
3458,train,5,OK,blanc,8.9,0.33,0.34,1.40,0.056,14.0,171,0.99460,3.13,0.47,9.70
3459,train,6,OK,blanc,8.0,0.22,0.28,14.00,0.053,83.0,197,0.99810,3.14,0.45,9.80
3460,validate,6,OK,blanc,6.7,0.18,0.19,4.70,0.046,57.0,161,0.99460,3.32,0.66,10.50
3461,train,6,OK,blanc,7.8,0.20,0.28,10.20,0.054,78.0,186,0.99700,3.14,0.46,10.00
3462,train,7,Bon,blanc,7.3,0.13,0.31,2.30,0.054,22.0,104,0.99240,3.24,0.92,11.50
3463,train,5,OK,blanc,6.6,0.28,0.30,7.80,0.049,57.0,202,0.99580,3.24,0.39,9.50
3464,train,6,OK,blanc,7.1,0.25,0.30,2.40,0.042,25.0,122,0.99400,3.43,0.61,10.50
3465,train,6,OK,blanc,7.6,0.36,0.44,8.30,0.255,28.0,142,0.99580,3.12,0.43,10.20
3466,train,6,OK,blanc,7.6,0.27,0.25,13.90,0.050,45.0,199,0.99840,3.34,0.50,9.80
3467,validate,6,OK,blanc,6.9,0.37,0.28,13.80,0.031,34.0,137,0.99480,3.10,0.37,11.60
3468,train,7,Bon,blanc,7.4,0.21,0.27,7.30,0.031,41.0,144,0.99320,3.15,0.38,11.80
3469,validate,7,Bon,blanc,8.2,0.18,0.28,8.50,0.035,41.0,140,0.99520,3.04,0.37,10.10
3470,test,6,OK,blanc,6.3,0.19,0.21,1.80,0.049,35.0,163,0.99240,3.31,0.50,10.30
3471,test,6,OK,blanc,7.0,0.21,0.22,5.10,0.048,38.0,168,0.99450,3.34,0.49,10.40
3472,train,5,OK,blanc,5.8,0.33,0.20,16.05,0.047,26.0,166,0.99760,3.09,0.46,8.90
3473,train,5,OK,blanc,5.8,0.33,0.20,16.05,0.047,26.0,166,0.99760,3.09,0.46,8.90
3474,train,5,OK,blanc,7.9,0.29,0.31,7.35,0.034,37.0,154,0.99380,3.06,0.31,10.80
3475,train,5,OK,blanc,6.6,0.31,0.38,16.05,0.058,16.0,165,0.99970,3.38,0.60,9.20
3476,validate,6,OK,blanc,8.0,0.19,0.30,2.00,0.053,48.0,140,0.99400,3.18,0.49,9.60
3477,train,6,OK,blanc,8.0,0.20,0.36,1.20,0.032,21.0,78,0.99210,3.08,0.37,10.40
3478,validate,6,OK,blanc,8.0,0.25,0.26,14.00,0.043,41.0,248,0.99860,3.03,0.57,8.70
3479,test,6,OK,blanc,7.2,0.20,0.61,16.20,0.043,14.0,103,0.99870,3.06,0.36,9.20
3480,train,5,OK,blanc,7.7,0.30,0.42,14.30,0.045,45.0,213,0.99910,3.18,0.63,9.20
3481,train,6,OK,blanc,7.2,0.20,0.61,16.20,0.043,14.0,103,0.99870,3.06,0.36,9.20
3482,validate,5,OK,blanc,7.7,0.30,0.42,14.30,0.045,45.0,213,0.99910,3.18,0.63,9.20
3483,train,5,OK,blanc,7.7,0.30,0.42,14.30,0.045,45.0,213,0.99910,3.18,0.63,9.20
3484,train,5,OK,blanc,6.4,0.22,0.32,7.90,0.029,34.0,124,0.99480,3.40,0.39,10.20
3485,test,6,OK,blanc,7.2,0.20,0.61,16.20,0.043,14.0,103,0.99870,3.06,0.36,9.20
3486,validate,5,OK,blanc,7.0,0.53,0.02,1.00,0.036,39.0,107,0.99300,3.20,0.32,9.00
3487,train,5,OK,blanc,7.3,0.24,0.41,13.60,0.050,41.0,178,0.99880,3.37,0.43,9.70
3488,test,5,OK,blanc,7.2,0.24,0.40,17.85,0.049,50.0,185,1.00000,3.34,0.42,9.60
3489,validate,5,OK,blanc,7.6,0.15,0.40,1.30,0.036,24.0,112,0.99320,3.14,0.76,10.00
3490,train,5,OK,blanc,7.7,0.30,0.42,14.30,0.045,45.0,213,0.99910,3.18,0.63,9.20
3491,validate,5,OK,blanc,7.6,0.33,0.41,13.70,0.045,44.0,197,0.99890,3.18,0.64,9.10
3492,train,5,OK,blanc,6.8,0.24,0.31,18.30,0.046,40.0,142,1.00000,3.30,0.41,8.70
3493,validate,5,OK,blanc,6.8,0.24,0.31,18.30,0.046,40.0,142,1.00000,3.30,0.41,8.70
3494,validate,5,OK,blanc,6.8,0.35,0.44,6.50,0.056,31.0,161,0.99520,3.14,0.44,9.50
3495,train,6,OK,blanc,7.9,0.26,0.33,10.30,0.039,73.0,212,0.99690,2.93,0.49,9.50
3496,train,6,OK,blanc,7.5,0.29,0.67,8.10,0.037,53.0,166,0.99660,2.90,0.41,8.90
3497,train,6,OK,blanc,7.5,0.29,0.67,8.10,0.037,53.0,166,0.99660,2.90,0.41,8.90
3498,train,6,OK,blanc,7.2,0.31,0.41,8.60,0.053,15.0,89,0.99760,3.29,0.64,9.90
3499,train,7,Bon,blanc,6.7,0.44,0.31,1.90,0.030,41.0,104,0.99000,3.29,0.62,12.60
3500,train,6,OK,blanc,10.0,0.23,0.27,14.10,0.033,45.0,166,0.99880,2.72,0.43,9.70
3501,train,5,OK,blanc,7.4,0.21,0.30,7.90,0.039,14.0,118,0.99420,2.96,0.34,10.40
3502,train,6,OK,blanc,8.8,0.23,0.35,10.70,0.040,26.0,183,0.99840,2.93,0.49,9.10
3503,validate,5,OK,blanc,7.8,0.34,0.27,1.20,0.040,25.0,106,0.99320,3.01,0.55,10.40
3504,train,6,OK,blanc,7.9,0.26,0.33,10.30,0.039,73.0,212,0.99690,2.93,0.49,9.50
3505,validate,6,OK,blanc,7.5,0.29,0.67,8.10,0.037,53.0,166,0.99660,2.90,0.41,8.90
3506,train,5,OK,blanc,6.0,0.28,0.35,1.90,0.037,16.0,120,0.99330,3.16,0.69,10.60
3507,validate,7,Bon,blanc,7.9,0.37,0.30,2.70,0.029,64.0,158,0.99160,3.12,0.59,12.00
3508,train,7,Bon,blanc,7.2,0.36,0.36,5.70,0.038,26.0,98,0.99140,2.93,0.59,12.50
3509,validate,5,OK,blanc,7.6,0.13,0.34,9.30,0.062,40.0,126,0.99660,3.21,0.39,9.60
3510,train,5,OK,blanc,6.6,0.25,0.36,8.10,0.045,54.0,180,0.99580,3.08,0.42,9.20
3511,train,6,OK,blanc,7.1,0.18,0.26,1.30,0.041,20.0,71,0.99260,3.04,0.74,9.90
3512,train,6,OK,blanc,7.9,0.30,0.27,8.50,0.036,20.0,112,0.99390,2.96,0.46,11.70
3513,train,6,OK,blanc,8.3,0.23,0.30,2.10,0.049,21.0,153,0.99530,3.09,0.50,9.60
3514,train,6,OK,blanc,6.8,0.43,0.30,3.50,0.033,27.0,135,0.99060,3.00,0.37,12.00
3515,test,7,Bon,blanc,7.2,0.36,0.36,5.70,0.038,26.0,98,0.99140,2.93,0.59,12.50
3516,test,5,OK,blanc,6.6,0.25,0.36,8.10,0.045,54.0,180,0.99580,3.08,0.42,9.20
3517,train,6,OK,blanc,7.1,0.18,0.26,1.30,0.041,20.0,71,0.99260,3.04,0.74,9.90
3518,validate,6,OK,blanc,6.6,0.35,0.29,14.40,0.044,54.0,177,0.99910,3.17,0.58,8.90
3519,train,6,OK,blanc,7.3,0.22,0.50,13.70,0.049,56.0,189,0.99940,3.24,0.66,9.00
3520,train,7,Bon,blanc,8.1,0.26,0.33,11.10,0.052,52.5,158,0.99760,3.03,0.49,10.20
3521,train,5,OK,blanc,7.6,0.13,0.34,9.30,0.062,40.0,126,0.99660,3.21,0.39,9.60
3522,validate,5,OK,blanc,7.0,0.12,0.19,4.90,0.055,27.0,127,0.99530,3.29,0.41,9.40
3523,train,5,OK,blanc,8.2,0.37,0.27,1.70,0.028,10.0,59,0.99230,2.97,0.48,10.40
3524,train,4,Mauvais,blanc,7.6,0.26,0.36,1.60,0.032,6.0,106,0.99300,3.15,0.40,10.40
3525,train,6,OK,blanc,6.3,0.20,0.58,1.40,0.204,15.0,97,0.99310,3.16,0.43,10.00
3526,test,6,OK,blanc,6.3,0.22,0.57,1.40,0.208,14.0,96,0.99320,3.16,0.43,10.00
3527,test,5,OK,blanc,7.1,0.25,0.28,1.60,0.052,46.0,169,0.99260,3.05,0.41,10.50
3528,train,6,OK,blanc,7.0,0.27,0.32,6.80,0.047,47.0,193,0.99380,3.23,0.39,11.40
3529,train,5,OK,blanc,8.8,0.34,0.33,9.70,0.036,46.0,172,0.99660,3.08,0.40,10.20
3530,train,6,OK,blanc,9.2,0.27,0.34,10.50,0.043,49.0,228,0.99740,3.04,0.41,10.40
